NAME,B19083_001E,B19082_001E,B19082_002E,B19082_003E,B19082_004E,B19082_005E,B19082_006E,state,county
"Henrico County, Virginia",0.4584,3.74,9.15,14.75,22.36,50.01,22.10,51,087
"King William County, Virginia",0.3948,5.04,11.12,16.35,22.66,44.83,19.44,51,101
"Louisa County, Virginia",0.4529,3.69,9.41,15.35,22.45,49.09,23.24,51,109
"Prince Edward County, Virginia",0.4640,3.72,8.79,14.42,23.14,49.92,22.48,51,147
"Richmond County, Virginia",0.4453,3.03,9.18,16.25,24.01,47.53,19.30,51,159
"Spotsylvania County, Virginia",0.3927,4.60,10.82,16.62,24.09,43.88,16.62,51,177
"Clarke County, Virginia",0.4468,3.06,8.96,15.63,25.25,47.11,18.68,51,043
"Mecklenburg County, Virginia",0.4698,3.24,8.59,14.75,23.33,50.09,22.28,51,117
"Augusta County, Virginia",0.4115,4.18,10.40,16.57,23.48,45.37,18.82,51,015
"Dickenson County, Virginia",0.5800,2.44,6.35,11.04,19.32,60.84,34.75,51,051
"Loudoun County, Virginia",0.3859,4.74,11.13,17.01,23.92,43.20,17.39,51,107
"Roanoke County, Virginia",0.4224,4.18,10.17,15.87,23.38,46.40,19.97,51,161
"Colonial Heights city, Virginia",0.4214,3.73,9.70,16.03,25.02,45.53,16.85,51,570
"Bland County, Virginia",0.4065,4.29,9.63,16.08,25.88,44.12,15.51,51,021
"Buckingham County, Virginia",0.4007,3.88,10.18,17.44,24.75,43.75,15.63,51,029
"Covington city, Virginia",0.4578,3.66,9.35,14.35,23.58,49.06,22.99,51,580
"Virginia Beach city, Virginia",0.4172,4.50,10.37,15.89,22.91,46.33,20.27,51,810
"Galax city, Virginia",0.5015,3.29,7.73,12.93,22.08,53.98,24.42,51,640
"Westmoreland County, Virginia",0.4616,3.30,8.68,14.61,24.05,49.36,20.14,51,193
"Pulaski County, Virginia",0.4137,3.61,10.15,16.83,24.65,44.76,16.88,51,155
"Danville city, Virginia",0.4787,3.14,8.43,14.46,22.57,51.40,22.56,51,590
"Amherst County, Virginia",0.4109,4.17,10.09,15.91,25.01,44.82,16.81,51,009
"Bath County, Virginia",0.4506,4.20,10.31,15.06,19.59,50.84,24.67,51,017
"Newport News city, Virginia",0.4369,3.60,9.62,15.76,23.82,47.19,19.55,51,700
"Lynchburg city, Virginia",0.4734,3.17,8.75,14.47,23.11,50.50,22.98,51,680
"Martinsville city, Virginia",0.5078,2.80,7.65,13.07,22.33,54.16,23.94,51,690
"Essex County, Virginia",0.4175,4.02,9.96,16.45,23.97,45.60,18.30,51,057
"Staunton city, Virginia",0.4547,3.78,9.23,14.69,23.09,49.21,22.42,51,790
"Radford city, Virginia",0.5247,2.40,7.01,13.32,22.12,55.15,25.62,51,750
"Craig County, Virginia",0.3860,3.73,10.60,17.29,26.88,41.50,13.30,51,045
"Giles County, Virginia",0.3991,4.59,10.73,16.70,23.57,44.42,18.42,51,071
"Rappahannock County, Virginia",0.4564,3.10,9.14,14.87,23.82,49.07,19.61,51,157
"Ritchie County, West Virginia",0.4545,3.81,9.48,15.20,21.78,49.72,22.91,54,085
"Lincoln County, West Virginia",0.4423,3.88,8.68,15.20,25.03,47.21,18.72,54,043
"Putnam County, West Virginia",0.4361,3.88,9.48,15.36,23.86,47.42,19.20,54,079
"Boone County, West Virginia",0.4607,3.40,8.46,14.88,24.15,49.10,20.62,54,005
"Marshall County, West Virginia",0.4519,3.81,8.54,15.05,23.90,48.70,19.74,54,051
"Tucker County, West Virginia",0.4035,3.85,9.87,17.00,25.59,43.68,14.69,54,093
"Pleasants County, West Virginia",0.4732,3.76,8.65,14.19,22.67,50.72,24.73,54,073
"Roane County, West Virginia",0.4700,3.50,8.52,13.79,23.26,50.93,20.27,54,087
"Wood County, West Virginia",0.4644,3.49,8.62,14.63,23.47,49.79,21.58,54,107
"Mason County, West Virginia",0.4330,3.73,9.08,15.69,24.77,46.73,17.23,54,053
"Jefferson County, West Virginia",0.4074,3.80,10.18,16.83,24.96,44.23,16.27,54,037
"Logan County, West Virginia",0.4772,2.82,8.26,14.55,24.03,50.33,21.05,54,045
"Jefferson County, Washington",0.4505,3.54,9.44,15.19,22.96,48.88,21.08,53,031
"Pacific County, Washington",0.4201,3.82,9.57,16.19,25.03,45.39,16.80,53,049
"Skamania County, Washington",0.4228,3.70,9.56,16.29,25.24,45.21,17.84,53,059
"Clallam County, Washington",0.4408,3.78,9.33,15.27,23.75,47.87,19.44,53,009
"Klickitat County, Washington",0.3991,4.07,10.44,17.01,24.70,43.78,16.24,53,039
"Douglas County, Washington",0.4229,4.64,10.12,15.57,22.54,47.13,20.81,53,017
"Pierce County, Washington",0.4260,3.93,10.09,15.89,23.54,46.55,19.49,53,053
"Walla Walla County, Washington",0.4494,3.63,9.35,15.33,23.05,48.64,21.13,53,071
"Snohomish County, Washington",0.4046,4.22,10.55,16.58,23.98,44.67,17.58,53,061
"Thurston County, Washington",0.4091,4.03,10.57,16.49,23.91,44.99,17.91,53,067
"Clark County, Washington",0.4266,4.18,9.97,15.75,23.28,46.82,20.15,53,011
"Adams County, Washington",0.4203,4.01,9.62,16.22,24.59,45.57,17.82,53,001
"Skagit County, Washington",0.4427,3.64,9.69,15.55,22.92,48.19,20.77,53,057
"Lincoln County, Washington",0.4057,4.32,10.38,15.97,24.38,44.95,16.19,53,043
"Taylor County, Wisconsin",0.4165,4.07,10.43,16.18,23.63,45.69,19.43,55,119
"Price County, Wisconsin",0.4083,4.44,10.49,16.16,23.68,45.22,18.61,55,099
"Milwaukee County, Wisconsin",0.4790,3.03,8.39,14.52,23.11,50.95,22.69,55,079
"Dunn County, Wisconsin",0.4186,4.11,9.93,16.29,23.94,45.72,18.86,55,033
"Green County, Wisconsin",0.4129,4.35,10.00,16.26,24.04,45.33,18.39,55,045
"Shawano County, Wisconsin",0.4153,4.22,10.05,16.41,23.83,45.48,19.07,55,115
"Menominee County, Wisconsin",0.5043,2.68,7.50,13.67,22.71,53.43,23.62,55,078
"Buffalo County, Wisconsin",0.4050,4.29,10.53,16.67,23.87,44.65,18.32,55,011
"La Crosse County, Wisconsin",0.4480,4.12,9.42,14.75,22.76,48.96,22.19,55,063
"Eau Claire County, Wisconsin",0.4406,3.82,9.35,15.55,23.71,47.58,20.71,55,035
"Polk County, Wisconsin",0.4044,4.41,10.24,16.41,24.32,44.62,17.25,55,095
"Waukesha County, Wisconsin",0.4462,3.99,9.49,15.27,22.48,48.77,22.35,55,133
"Vilas County, Wisconsin",0.4717,3.82,8.94,14.05,21.60,51.59,24.09,55,125
"Juneau County, Wisconsin",0.4387,4.08,9.69,15.59,22.90,47.75,22.30,55,057
"Washington County, Wisconsin",0.4098,4.68,10.35,16.14,23.19,45.65,19.42,55,131
"Dane County, Wisconsin",0.4457,3.68,9.41,15.38,23.22,48.31,20.98,55,025
"Fond du Lac County, Wisconsin",0.4180,4.24,10.23,16.06,23.58,45.89,19.68,55,039
"Pepin County, Wisconsin",0.4268,3.99,9.49,15.83,24.81,45.88,19.20,55,091
"Portage County, Wisconsin",0.4249,3.91,9.92,15.95,24.05,46.17,19.13,55,097
"Lincoln County, Wyoming",0.4029,4.60,10.20,16.31,24.51,44.39,17.87,56,023
"Laramie County, Wyoming",0.4237,4.02,9.92,16.16,23.87,46.03,19.83,56,021
"Juana D�az Municipio, Puerto Rico",0.5102,1.88,7.67,13.93,23.40,53.12,23.21,72,075
"Santa Isabel Municipio, Puerto Rico",0.5233,1.51,7.30,13.13,23.90,54.16,22.98,72,133
"Guayama Municipio, Puerto Rico",0.5077,2.40,7.81,13.33,22.50,53.96,22.51,72,057
"Gurabo Municipio, Puerto Rico",0.5194,1.95,7.09,13.69,22.67,54.60,22.87,72,063
"Lo�za Municipio, Puerto Rico",0.4943,1.10,7.62,15.01,26.24,50.03,18.49,72,087
"Aguadilla Municipio, Puerto Rico",0.5605,1.09,6.54,12.31,22.33,57.73,26.78,72,005
"Las Mar�as Municipio, Puerto Rico",0.5357,0.30,5.89,13.93,26.75,53.13,19.28,72,083
"Villalba Municipio, Puerto Rico",0.5172,2.54,7.89,13.61,21.58,54.39,27.40,72,149
"Carolina Municipio, Puerto Rico",0.4785,2.73,8.58,14.62,23.34,50.72,21.98,72,031
"Corozal Municipio, Puerto Rico",0.5205,1.13,6.86,13.95,24.83,53.23,20.69,72,047
"Ponce Municipio, Puerto Rico",0.5814,1.05,6.10,11.95,21.11,59.78,30.65,72,113
"Toa Baja Municipio, Puerto Rico",0.4804,2.28,8.23,14.83,24.49,50.17,20.04,72,137
"Aguada Municipio, Puerto Rico",0.5035,2.34,7.92,13.12,23.32,53.30,21.78,72,003
"Ciales Municipio, Puerto Rico",0.5243,1.12,7.76,13.83,23.24,54.04,23.91,72,039
"Cidra Municipio, Puerto Rico",0.5069,2.04,7.96,13.44,23.25,53.31,22.47,72,041
"Luquillo Municipio, Puerto Rico",0.4889,2.31,8.07,14.50,23.72,51.40,20.86,72,089
"San Lorenzo Municipio, Puerto Rico",0.4966,2.26,7.98,13.86,23.64,52.26,21.27,72,129
"Jayuya Municipio, Puerto Rico",0.4883,1.71,8.39,15.16,23.43,51.32,20.34,72,073
"R�o Grande Municipio, Puerto Rico",0.4705,2.44,8.86,15.10,23.92,49.69,20.50,72,119
"Vega Baja Municipio, Puerto Rico",0.5095,1.67,7.53,13.86,23.88,53.06,21.29,72,145
"Guayanilla Municipio, Puerto Rico",0.4631,3.31,8.80,14.53,23.26,50.11,19.86,72,059
"Lajas Municipio, Puerto Rico",0.5329,0.75,7.21,13.79,23.77,54.48,23.34,72,079
"Marion County, Alabama",0.4596,3.87,8.61,14.33,22.94,50.26,20.27,01,093
"Jefferson County, Alabama",0.4996,2.84,7.86,13.82,22.46,53.01,24.49,01,073
"Franklin County, Alabama",0.4224,4.16,9.68,15.61,24.62,45.94,18.20,01,059
"Cherokee County, Alabama",0.4539,3.59,8.84,15.05,23.68,48.85,20.33,01,019
"Dallas County, Alabama",0.4885,2.79,7.81,13.71,23.87,51.82,20.54,01,047
"Macon County, Alabama",0.5145,2.22,7.41,13.42,22.78,54.17,23.17,01,087
"Shelby County, Alabama",0.4344,3.81,9.72,15.82,23.50,47.14,20.35,01,117
"Baldwin County, Alabama",0.4609,3.66,8.95,14.58,22.79,50.03,21.95,01,003
"Houston County, Alabama",0.4808,3.23,8.35,14.16,22.78,51.47,23.08,01,069
"Tuscaloosa County, Alabama",0.4630,3.03,8.72,15.22,23.77,49.26,20.76,01,125
"Clay County, Alabama",0.4684,3.36,9.05,14.45,22.38,50.77,22.13,01,027
"Pike County, Alabama",0.5343,1.93,7.09,12.84,22.38,55.76,25.47,01,109
"Coosa County, Alabama",0.4646,4.22,9.04,13.96,21.58,51.19,23.71,01,037
"Hale County, Alabama",0.5071,2.99,7.08,13.12,23.37,53.44,24.00,01,065
"Escambia County, Alabama",0.4823,2.53,8.17,14.64,23.60,51.06,20.38,01,053
"Butler County, Alabama",0.4708,3.17,8.23,14.80,23.82,49.98,20.94,01,013
"Perry County, Alabama",0.4790,3.59,8.62,13.76,21.14,52.90,21.30,01,105
"Conecuh County, Alabama",0.4354,3.93,9.13,15.68,23.95,47.30,18.63,01,035
"Bibb County, Alabama",0.4294,3.80,9.33,15.71,24.88,46.28,17.85,01,007
"Chambers County, Alabama",0.4568,3.69,8.80,14.86,23.58,49.07,21.18,01,017
"Fayette County, Alabama",0.4635,3.48,8.81,14.66,23.33,49.72,21.96,01,057
"Blount County, Alabama",0.4331,3.58,9.54,15.87,24.24,46.77,18.46,01,009
"Autauga County, Alabama",0.4602,3.08,8.74,15.62,24.13,48.43,21.81,01,001
"Geneva County, Alabama",0.4413,3.61,8.63,15.40,25.38,47.00,17.54,01,061
"Valdez-Cordova Census Area, Alaska",0.4226,3.41,9.93,16.99,22.85,46.82,16.95,02,261
"Hoonah-Angoon Census Area, Alaska",0.3914,4.84,10.60,16.65,23.82,44.10,16.36,02,105
"Wrangell City and Borough, Alaska",0.4071,4.79,9.54,16.13,24.67,44.87,17.38,02,275
"Pima County, Arizona",0.4713,3.30,8.69,14.53,22.85,50.64,22.31,04,019
"Gila County, Arizona",0.4451,3.57,9.05,15.27,24.11,48.00,18.89,04,007
"Cochise County, Arizona",0.4404,3.62,9.03,15.64,24.28,47.43,18.66,04,003
"Apache County, Arizona",0.4950,1.63,7.20,14.97,25.62,50.58,19.01,04,001
"Yavapai County, Arizona",0.4462,3.89,9.40,15.29,22.73,48.69,21.40,04,025
"Navajo County, Arizona",0.4751,2.62,8.12,15.09,24.31,49.86,20.30,04,017
"Pulaski County, Arkansas",0.5025,2.97,7.98,13.43,21.96,53.66,25.26,05,119
"Clay County, Arkansas",0.4574,3.72,8.59,14.85,23.63,49.21,20.70,05,021
"Dallas County, Arkansas",0.4104,4.45,9.85,16.17,23.65,45.88,16.38,05,039
"Randolph County, Arkansas",0.4593,3.95,8.99,14.71,22.16,50.19,22.33,05,121
"Boone County, Arkansas",0.4451,3.98,9.53,14.82,22.86,48.80,20.95,05,009
"Independence County, Arkansas",0.4500,4.07,9.15,14.84,22.74,49.21,21.66,05,063
"Grant County, Arkansas",0.4394,3.61,9.28,15.64,24.32,47.14,19.35,05,053
"Faulkner County, Arkansas",0.4615,3.12,8.78,15.10,24.00,49.00,20.78,05,045
"Marion County, Arkansas",0.4433,3.22,9.53,15.81,23.93,47.51,19.66,05,089
"Searcy County, Arkansas",0.4693,3.43,8.73,15.09,21.64,51.11,22.84,05,129
"Crawford County, Arkansas",0.4456,3.88,9.42,15.22,23.20,48.28,21.63,05,033
"Hot Spring County, Arkansas",0.4369,4.07,9.29,15.24,23.75,47.66,19.59,05,059
"Madison County, Arkansas",0.4787,3.63,8.07,14.35,23.13,50.82,25.00,05,087
"Howard County, Arkansas",0.5284,3.08,7.36,12.48,20.63,56.46,28.62,05,061
"Mississippi County, Arkansas",0.4622,3.75,8.48,14.37,23.07,50.33,20.09,05,093
"Union County, Arkansas",0.4739,2.70,8.28,15.11,24.11,49.79,21.03,05,139
"Geauga County, Ohio",0.4657,3.85,9.18,14.46,21.84,50.67,24.66,39,055
"Monroe County, Ohio",0.4625,3.52,8.81,14.87,23.09,49.71,21.89,39,111
"Lake County, Ohio",0.4198,4.39,10.01,15.83,23.38,46.38,19.23,39,085
"Clark County, Ohio",0.4305,3.99,9.60,15.63,23.98,46.80,19.22,39,023
"Holmes County, Ohio",0.4275,4.27,10.17,15.75,22.44,47.37,21.12,39,075
"Warren County, Ohio",0.4270,4.30,9.99,15.41,23.04,47.25,19.73,39,165
"Ashland County, Ohio",0.4087,4.49,10.34,16.09,23.89,45.19,18.37,39,005
"Seminole County, Oklahoma",0.4516,3.70,8.90,14.98,23.68,48.74,20.37,40,133
"Blaine County, Oklahoma",0.4485,3.65,9.34,15.05,23.38,48.58,20.70,40,011
"Coal County, Oklahoma",0.5063,3.22,7.55,13.34,22.28,53.63,26.66,40,029
"Kingfisher County, Oklahoma",0.4627,3.64,9.10,14.58,22.43,50.25,22.55,40,073
"Marshall County, Oklahoma",0.4522,4.05,9.14,15.20,22.33,49.28,23.07,40,095
"Nowata County, Oklahoma",0.4238,3.76,9.47,15.86,25.19,45.73,16.47,40,105
"Rogers County, Oklahoma",0.4257,4.13,9.92,15.64,23.69,46.62,19.44,40,131
"Alfalfa County, Oklahoma",0.4764,3.81,9.06,14.62,20.65,51.87,27.46,40,003
"Cleveland County, Oklahoma",0.4317,3.84,9.86,15.91,23.28,47.10,20.00,40,027
"Atoka County, Oklahoma",0.4879,3.55,8.42,13.60,21.70,52.72,25.31,40,005
"Dewey County, Oklahoma",0.4872,3.56,8.36,13.66,21.54,52.88,24.59,40,043
"Logan County, Oklahoma",0.4515,3.42,8.75,15.42,23.94,48.47,19.36,40,083
"Washington County, Oklahoma",0.4836,3.47,8.27,13.96,22.08,52.22,23.55,40,147
"Haskell County, Oklahoma",0.4455,3.90,8.55,14.85,24.60,48.09,18.38,40,061
"Okmulgee County, Oklahoma",0.4570,3.68,8.75,14.77,23.67,49.13,20.92,40,111
"Jefferson County, Oklahoma",0.4350,3.49,9.33,15.67,24.41,47.10,17.06,40,067
"Garvin County, Oklahoma",0.4411,3.52,9.27,15.50,24.20,47.52,18.85,40,049
"Pontotoc County, Oklahoma",0.4440,3.49,9.02,15.49,24.49,47.52,19.20,40,123
"Hughes County, Oklahoma",0.4893,3.67,8.09,13.61,21.92,52.71,24.82,40,063
"Comanche County, Oklahoma",0.4500,3.61,9.31,15.29,23.41,48.38,21.91,40,031
"Pawnee County, Oklahoma",0.4398,3.95,9.31,15.42,23.70,47.62,20.37,40,117
"Douglas County, Oregon",0.4377,4.16,9.41,15.21,23.44,47.78,20.41,41,019
"Polk County, Oregon",0.4294,3.65,9.66,16.10,24.19,46.40,18.51,41,053
"Deschutes County, Oregon",0.4462,3.97,9.41,15.28,22.53,48.81,21.95,41,017
"Yamhill County, Oregon",0.4472,3.78,9.60,14.96,23.10,48.56,21.61,41,071
"Klamath County, Oregon",0.4432,3.76,9.24,15.25,23.78,47.96,19.83,41,035
"Benton County, Oregon",0.4861,2.59,7.91,14.68,23.69,51.14,21.72,41,003
"Crook County, Oregon",0.4245,4.33,10.00,15.02,23.87,46.78,18.82,41,013
"Harney County, Oregon",0.4398,4.39,9.40,14.37,23.57,48.27,20.49,41,025
"Wallowa County, Oregon",0.4563,3.59,8.27,14.88,25.15,48.12,20.19,41,063
"Wheeler County, Oregon",0.4361,4.16,9.48,14.84,23.78,47.75,18.84,41,069
"Coos County, Oregon",0.4743,3.34,8.70,14.53,22.45,50.98,23.55,41,011
"Hood River County, Oregon",0.4428,4.35,9.53,14.89,22.25,48.97,21.59,41,027
"Multnomah County, Oregon",0.4766,2.99,8.51,14.65,23.04,50.81,22.34,41,051
"Franklin County, Pennsylvania",0.4138,4.44,10.40,16.04,23.33,45.79,19.48,42,055
"Bedford County, Pennsylvania",0.4192,4.22,9.83,16.13,23.98,45.84,18.78,42,009
"Somerset County, Pennsylvania",0.4322,4.14,9.68,15.59,23.51,47.07,20.67,42,111
"York County, Pennsylvania",0.4185,4.19,10.18,16.04,23.63,45.97,19.23,42,133
"Bradford County, Pennsylvania",0.4310,4.21,9.65,15.55,23.44,47.14,20.27,42,015
"Chester County, Pennsylvania",0.4572,3.59,9.06,15.00,22.81,49.54,21.71,42,029
"Indiana County, Pennsylvania",0.4557,3.60,8.87,15.03,23.54,48.96,21.23,42,063
"Washington County, Pennsylvania",0.4539,3.65,8.93,14.98,23.46,48.97,20.97,42,125
"Pike County, Pennsylvania",0.4361,3.79,9.64,15.60,23.39,47.58,19.51,42,103
"Lehigh County, Pennsylvania",0.4531,3.66,9.14,15.02,23.06,49.12,21.20,42,077
"Clarion County, Pennsylvania",0.4330,3.87,9.44,15.69,24.16,46.84,19.11,42,031
"Clearfield County, Pennsylvania",0.4284,3.98,9.53,16.00,23.84,46.65,19.08,42,033
"Lycoming County, Pennsylvania",0.4230,3.84,9.79,16.10,24.44,45.82,18.25,42,081
"Warren County, Pennsylvania",0.4325,4.33,9.69,15.40,23.26,47.33,21.05,42,123
"Elk County, Pennsylvania",0.4081,4.43,10.27,16.08,24.15,45.07,17.69,42,047
"Mercer County, Pennsylvania",0.4381,4.11,9.32,15.31,23.68,47.58,20.66,42,085
"Sullivan County, Pennsylvania",0.4249,4.53,9.40,15.50,23.75,46.82,18.87,42,113
"Kent County, Rhode Island",0.4439,3.52,9.34,15.77,23.71,47.67,20.82,44,003
"Washington County, Rhode Island",0.4435,3.35,9.41,15.84,23.69,47.70,19.94,44,009
"Oconee County, South Carolina",0.4853,3.47,8.25,13.96,22.05,52.27,24.46,45,073
"Allendale County, South Carolina",0.4995,1.95,7.95,13.14,24.60,52.37,18.63,45,005
"Chester County, South Carolina",0.4712,2.68,7.78,15.20,25.41,48.93,19.17,45,023
"Marion County, South Carolina",0.5254,2.23,7.35,13.27,22.31,54.84,26.39,45,067
"Charleston County, South Carolina",0.5058,2.74,7.87,13.59,21.96,53.84,25.02,45,019
"Marlboro County, South Carolina",0.4676,3.28,8.13,15.08,23.87,49.64,21.24,45,069
"Cherokee County, South Carolina",0.5036,2.66,7.99,13.85,22.34,53.17,25.24,45,021
"Jasper County, South Carolina",0.4564,3.86,9.40,14.32,22.60,49.82,22.12,45,053
"Lee County, South Carolina",0.4939,2.87,7.99,14.07,22.60,52.46,23.63,45,061
"Spartanburg County, South Carolina",0.4561,3.65,9.06,15.05,22.97,49.26,21.97,45,083
"Beaufort County, South Carolina",0.4759,3.60,8.77,14.28,21.72,51.63,24.47,45,013
"Saluda County, South Carolina",0.4352,3.67,9.75,15.54,23.93,47.11,19.51,45,081
"Hutchinson County, South Dakota",0.4286,4.13,9.80,15.83,23.08,47.16,20.08,46,067
"Buffalo County, South Dakota",0.4545,2.51,8.18,15.91,26.62,46.79,16.60,46,017
"Dewey County, South Dakota",0.4630,2.88,8.87,15.87,22.95,49.42,21.49,46,041
"Hughes County, South Dakota",0.4210,3.91,9.96,16.49,24.02,45.62,19.35,46,065
"Sanborn County, South Dakota",0.4543,4.41,9.38,14.67,21.21,50.34,23.95,46,111
"Hand County, South Dakota",0.4598,3.78,9.13,14.71,22.93,49.45,23.72,46,059
"Yankton County, South Dakota",0.4824,3.57,8.56,14.24,21.48,52.15,25.85,46,135
"Beadle County, South Dakota",0.3899,5.04,10.74,16.48,23.80,43.94,17.37,46,005
"Davison County, South Dakota",0.4445,4.03,9.44,14.59,23.64,48.30,20.86,46,035
"Jerauld County, South Dakota",0.5358,3.66,8.17,11.37,18.12,58.69,34.25,46,073
"Stanley County, South Dakota",0.3796,5.02,11.62,16.63,22.92,43.82,16.03,46,117
"Potter County, South Dakota",0.4337,4.53,9.67,14.91,22.52,48.36,20.09,46,107
"Charles Mix County, South Dakota",0.4471,3.38,9.23,15.43,23.83,48.13,19.33,46,023
"Marshall County, South Dakota",0.3992,4.28,10.56,17.00,24.11,44.05,17.07,46,091
"Moody County, South Dakota",0.4317,3.87,9.81,15.97,23.40,46.94,20.38,46,101
"Todd County, South Dakota",0.5517,1.13,5.79,12.98,23.96,56.14,24.76,46,121
"Lyman County, South Dakota",0.3831,4.50,11.06,17.34,24.73,42.38,16.40,46,085
"Spink County, South Dakota",0.4709,4.41,9.18,13.45,20.62,52.34,25.26,46,115
"Brookings County, South Dakota",0.4267,3.72,9.75,16.13,24.43,45.97,19.23,46,011
"Hamlin County, South Dakota",0.3557,6.02,12.34,17.13,22.63,41.88,17.68,46,057
"Houston County, Tennessee",0.4610,3.41,9.06,15.60,22.33,49.61,23.45,47,083
"Hardin County, Tennessee",0.4731,3.28,8.55,14.44,23.26,50.47,22.45,47,071
"Hardeman County, Tennessee",0.4384,3.94,9.22,15.37,23.98,47.50,19.15,47,069
"Polk County, Tennessee",0.4570,3.97,9.11,14.32,22.97,49.62,22.29,47,139
"White County, Tennessee",0.4454,4.00,9.44,15.14,22.82,48.60,21.54,47,185
"Unicoi County, Tennessee",0.4441,3.76,9.00,15.36,24.09,47.79,19.81,47,171
"Weakley County, Tennessee",0.4621,3.22,8.94,14.91,23.41,49.52,21.02,47,183
"Bledsoe County, Tennessee",0.4922,2.81,8.00,14.19,23.11,51.88,23.86,47,007
"Coffee County, Tennessee",0.4443,4.04,9.69,15.06,22.68,48.53,22.37,47,031
"Hawkins County, Tennessee",0.4660,3.62,8.74,14.70,22.89,50.06,23.17,47,073
"Macon County, Tennessee",0.4612,4.21,8.95,13.34,23.39,50.10,22.45,47,111
"Robertson County, Tennessee",0.4163,4.42,10.21,16.05,23.41,45.91,19.86,47,147
"Cheatham County, Tennessee",0.3833,4.74,10.78,17.04,24.83,42.60,15.92,47,021
"Giles County, Tennessee",0.4303,4.04,9.51,15.91,23.37,47.17,18.92,47,055
"Madison County, Tennessee",0.4720,3.15,8.71,14.57,23.06,50.51,22.18,47,113
"Pickett County, Tennessee",0.4243,4.50,9.99,15.24,22.72,47.55,18.60,47,137
"Wayne County, Tennessee",0.4512,3.44,8.84,15.04,24.50,48.19,19.28,47,181
"Bedford County, Tennessee",0.4534,3.87,9.71,14.76,22.10,49.56,23.47,47,003
"Cumberland County, Tennessee",0.4340,3.97,9.80,15.63,23.16,47.43,20.48,47,035
"Claiborne County, Tennessee",0.4802,2.93,8.20,14.71,23.32,50.84,22.47,47,025
"Humphreys County, Tennessee",0.4542,3.61,8.94,15.05,23.92,48.48,21.45,47,085
"Putnam County, Tennessee",0.4896,2.95,8.15,14.17,22.56,52.17,23.65,47,141
"Stewart County, Tennessee",0.4051,4.34,10.30,16.05,24.51,44.80,16.01,47,161
"Decatur County, Tennessee",0.5178,2.92,7.33,13.46,21.73,54.56,27.51,47,039
"McNairy County, Tennessee",0.4609,3.56,8.62,14.60,23.75,49.46,20.86,47,109
"Martin County, Texas",0.4570,3.49,8.53,14.86,23.38,49.75,18.25,48,317
"Bradley County, Tennessee",0.4686,3.63,9.02,14.46,22.22,50.67,24.02,47,011
"Kimble County, Texas",0.4940,3.55,8.75,12.88,20.69,54.12,26.54,48,267
"Van Zandt County, Texas",0.4519,3.88,9.15,15.04,22.93,49.00,21.86,48,467
"Yoakum County, Texas",0.3925,4.14,10.86,16.63,25.02,43.34,14.91,48,501
"Red River County, Texas",0.4384,3.52,9.26,15.44,24.44,47.34,17.78,48,387
"Sutton County, Texas",0.3973,4.02,10.82,16.44,25.21,43.51,14.96,48,435
"Upshur County, Texas",0.4338,3.72,9.51,15.63,24.23,46.90,18.99,48,459
"Wharton County, Texas",0.4853,3.26,8.25,14.01,22.73,51.75,23.75,48,481
"Borden County, Texas",0.3326,5.16,12.28,19.24,25.90,37.42,13.88,48,033
"Marion County, Texas",0.5318,2.99,7.42,12.12,20.07,57.40,27.72,48,315
"Grayson County, Texas",0.4404,3.63,9.35,15.52,24.01,47.50,19.44,48,181
"Palo Pinto County, Texas",0.4674,3.61,8.56,14.39,23.03,50.42,22.15,48,363
"DeWitt County, Texas",0.5160,2.92,7.51,13.33,21.51,54.74,27.11,48,123
"Callahan County, Texas",0.4696,2.39,8.71,15.46,24.08,49.36,20.22,48,059
"Gregg County, Texas",0.4645,3.56,8.84,14.68,22.76,50.16,22.35,48,183
"Lubbock County, Texas",0.4851,2.97,8.38,14.28,22.74,51.63,23.59,48,303
"Kaufman County, Texas",0.4156,3.86,9.96,16.24,25.12,44.82,17.54,48,257
"Floyd County, Texas",0.4351,3.73,9.41,16.50,23.41,46.95,20.43,48,153
"Chambers County, Texas",0.4543,2.92,8.32,15.86,25.51,47.39,18.96,48,071
"Bell County, Texas",0.4305,3.89,9.95,15.74,23.45,46.96,19.98,48,027
"Hutchinson County, Texas",0.4345,3.37,9.33,15.68,25.04,46.58,16.95,48,233
"Orange County, Texas",0.4431,3.61,9.20,15.25,24.19,47.75,19.05,48,361
"Winkler County, Texas",0.4314,3.23,9.34,16.33,25.16,45.94,17.68,48,495
"Burnet County, Texas",0.4505,4.16,9.16,14.97,22.52,49.19,22.82,48,053
"Dallas County, Texas",0.4997,3.23,8.22,13.48,21.26,53.81,26.18,48,113
"McMullen County, Texas",0.4747,2.90,9.02,14.81,21.57,51.70,21.82,48,311
"Johnson County, Texas",0.4100,4.39,10.40,16.08,23.86,45.27,18.38,48,251
"Hartley County, Texas",0.3725,5.90,11.36,16.31,23.46,42.96,17.57,48,205
"Limestone County, Texas",0.4500,3.77,9.26,14.93,22.86,49.17,20.59,48,293
"Parker County, Texas",0.4356,3.92,9.57,15.47,23.65,47.39,19.78,48,367
"Culberson County, Texas",0.4170,4.53,9.36,15.47,24.60,46.03,15.85,48,109
"Garza County, Texas",0.4443,4.18,10.40,14.87,21.66,48.89,24.89,48,169
"Travis County, Texas",0.4851,3.16,8.51,14.02,22.07,52.24,23.78,48,453
